AccountID:ACC000,IBAN:GR100202503111546001,InterestRate:2.0,Balance:121.53996146698223,DateCreated:2024-01-01,AccountType:PERSONAL,MainOwnerID:TestID2,SecondaryOwnerIDs:TestID4|,accruedInterest:0.006659723915999026
AccountID:ACC001,IBAN:GR100202503111546002,InterestRate:1.3200000524520874,Balance:78.84057546821379,DateCreated:2024-01-01,AccountType:PERSONAL,MainOwnerID:TestID3,SecondaryOwnerIDs:,accruedInterest:0.0028512209247505468
AccountID:ACC002,IBAN:GR100202503111546003,InterestRate:2.0,Balance:4365.225343095974,DateCreated:2024-01-01,AccountType:PERSONAL,MainOwnerID:TestID4,SecondaryOwnerIDs:,accruedInterest:0.23919042975868351
AccountID:ACC003,IBAN:GR100202503111546004,InterestRate:2.0,Balance:811.2834831188492,DateCreated:2024-01-01,AccountType:PERSONAL,MainOwnerID:TestID2,SecondaryOwnerIDs:TestID3|,accruedInterest:0.044453889485964335
AccountID:ACC004,IBAN:GR100202503111546005,InterestRate:2.0,Balance:625.2818739425599,DateCreated:2024-01-01,AccountType:PERSONAL,MainOwnerID:TestID7,SecondaryOwnerIDs:,accruedInterest:0.03426202049000328
AccountID:ACC005,IBAN:GR100202503111546006,InterestRate:2.0,Balance:1952.8002858599866,DateCreated:2024-01-01,AccountType:PERSONAL,MainOwnerID:TestID5,SecondaryOwnerIDs:TestID3|TestID2|,accruedInterest:0.10700275538958831
AccountID:ACC006,IBAN:GR100202503111546007,InterestRate:2.0,Balance:29.844148228743318,DateCreated:2024-01-01,AccountType:PERSONAL,MainOwnerID:TestID3,SecondaryOwnerIDs:,accruedInterest:0.001635295793355798
AccountID:ACC007,IBAN:GR200202503131719401,InterestRate:3.0,Balance:12537.556695843756,DateCreated:2024-01-01,AccountType:BUSINESS,MainOwnerID:TestID8,SecondaryOwnerIDs:,MaintenanceFee:5.0,accruedInterest:1.030484111987158
AccountID:ACC008,IBAN:GR200202503131719402,InterestRate:1.0,Balance:22141.77369130629,DateCreated:2024-01-01,AccountType:BUSINESS,MainOwnerID:TestID9,SecondaryOwnerIDs:,MaintenanceFee:5.0,accruedInterest:0.6066239367481177
AccountID:ACC009,IBAN:GR200202503131719403,InterestRate:1.2000000476837158,Balance:110319.32804327196,DateCreated:2024-01-01,AccountType:BUSINESS,MainOwnerID:TestID10,SecondaryOwnerIDs:,MaintenanceFee:8.0,accruedInterest:3.6269369565030645
AccountID:ACC010,IBAN:GR200202503131719404,InterestRate:1.0199999809265137,Balance:7365.88701716023,DateCreated:2024-01-01,AccountType:BUSINESS,MainOwnerID:TestID11,SecondaryOwnerIDs:,MaintenanceFee:5.0,accruedInterest:0.20584122238384356
AccountID:ACC34809,IBAN:GR100976013035452217,InterestRate:1.0,Balance:5.0,DateCreated:2025-12-27,AccountType:PERSONAL,MainOwnerID:TestID2,SecondaryOwnerIDs:,accruedInterest:0.0
